word,syl,freq,len,complexity,label
implants,2,3.16e-06,8,0.3035714285714286,Medium
importance,4,3.63e-05,10,0.1706022408963585,Easy
importation,4,1.12e-06,11,0.375,Hard
importer,3,1.2e-06,8,0.2894736842105263,Medium
importers,3,8.91e-07,9,0.2763157894736842,Medium
impression,3,2.24e-05,10,0.19582043343653244,Easy
improvements,4,1.86e-05,12,0.2368421052631579,Easy
impunity,4,1.51e-06,8,0.4765625,Hard
inaccuracy,5,5.89e-07,10,0.3,Medium
inbreeding,3,5.75e-07,10,0.375,Hard
incense,3,1.86e-06,7,0.29596970367094205,Medium
incentives,4,7.59e-06,10,0.2421875,Easy
incidence,4,4.37e-06,9,0.335546398046398,Medium
incident,3,3.47e-05,8,0.2375,Easy
inclusions,3,7.94e-07,10,0.4375,Hard
income,3,9.33e-05,6,0.2142857142857143,Easy
incomes,3,4.79e-06,7,0.203125,Easy
incomprehensible,6,1.48e-06,16,0.4499999999999999,Hard
incorporation,5,2.51e-06,13,0.2857142857142857,Medium
increase,3,0.00012,8,0.18802633232780286,Easy
indebtedness,4,5.75e-07,12,0.4705882352941176,Hard
indent,2,2.75e-07,6,0.44642857142857145,Hard
indication,4,1.15e-05,10,0.275,Medium
indications,4,3.98e-06,11,0.21875,Easy
indicators,4,6.76e-06,10,0.25,Medium
indignation,4,1.2e-06,11,0.4414961636828645,Hard
individual,4,0.0001,10,0.2,Easy
individuals,4,6.46e-05,11,0.23483455882352938,Easy
indulgence,4,1.55e-06,10,0.34375,Medium
industries,3,2.63e-05,10,0.2833333333333333,Medium
infant,2,9.77e-06,6,0.25,Medium
infarction,3,6.92e-07,10,0.475,Hard
infirmity,4,2.09e-07,9,0.484375,Hard
inflammation,4,5.37e-06,12,0.31527777777777777,Medium
influence,3,6.03e-05,9,0.19112200435729845,Easy
influences,3,1.12e-05,10,0.2249999999999999,Easy
infringement,4,4.07e-06,12,0.3986344537815126,Hard
ingredients,3,1.38e-05,11,0.275,Medium
inhabitant,4,5.75e-07,10,0.24069264069264068,Easy
inhabitants,4,1.17e-05,11,0.3478070175438596,Hard
inheritance,5,6.31e-06,11,0.2836048454469507,Medium
inhibition,4,2.45e-06,10,0.365625,Hard
inhibitors,4,2.63e-06,10,0.36383928571428575,Hard
iniquities,4,2.04e-07,10,0.4709692028985507,Hard
iniquity,4,5.25e-07,8,0.4780451127819549,Hard
initiation,4,3.31e-06,10,0.2,Easy
initiatives,5,1.05e-05,11,0.31254639001349527,Medium
injuries,3,2.75e-05,8,0.2647058823529411,Medium
injury,3,5.5e-05,6,0.2644607843137255,Medium
innards,2,3.47e-07,7,0.3611111111111111,Hard
innovation,4,2.09e-05,10,0.369047619047619,Hard
inputs,2,4.27e-06,6,0.4375,Hard
inscription,3,3.47e-06,11,0.275,Medium
insertion,3,2.29e-06,9,0.34077380952380953,Medium
insider,3,5.89e-06,7,0.2638888888888888,Medium
insight,2,1.55e-05,7,0.256578947368421,Medium
insistence,4,2.75e-06,10,0.3833333333333333,Hard
instability,5,5.13e-06,11,0.35,Hard
instances,3,1.15e-05,9,0.25595238095238093,Medium
instigator,4,4.57e-07,10,0.2083333333333333,Easy
instigators,4,2.14e-07,11,0.4166666666666666,Hard
instructions,3,2.34e-05,12,0.22398190045248864,Easy
instrument,3,1.82e-05,10,0.2166666666666666,Easy
instruments,3,2.09e-05,11,0.22960096319229442,Easy
integration,4,1.66e-05,11,0.3548686974789916,Hard
integrity,4,1.66e-05,9,0.3,Medium
intent,2,1.91e-05,6,0.2884615384615384,Medium
intentions,3,1.29e-05,10,0.3,Medium
inter,2,1.45e-05,5,0.4605263157894737,Hard
interacting,4,4.57e-06,11,0.2833333333333333,Medium
interaction,4,1.95e-05,11,0.2888888888888889,Medium
interactions,4,1.45e-05,12,0.2530841503267974,Medium
intercession,4,5.75e-07,12,0.37058080808080807,Hard
interest,3,0.000148,8,0.23582282913165264,Easy
interests,3,4.57e-05,9,0.12403846153846149,Easy
interphase,4,8.91e-08,10,0.6547619047619048,Hard
interplay,3,1.41e-06,9,0.3833333333333333,Hard
interpreters,4,1.23e-06,12,0.2962962962962963,Medium
interval,3,5.89e-06,8,0.30208333333333326,Medium
interventions,4,5.5e-06,13,0.3375042999656003,Medium
intestines,4,1.66e-06,10,0.35,Hard
intimidation,5,2.45e-06,12,0.2777777777777778,Medium
intolerance,5,2.88e-06,11,0.21938025210084033,Easy
invertebrates,5,9.12e-07,13,0.34404761904761905,Medium
investigation,5,5.62e-05,13,0.1940045248868778,Easy
investment,3,6.92e-05,10,0.3235294117647058,Medium
invitation,4,1.38e-05,10,0.2105263157894736,Easy
involvement,4,2e-05,11,0.24360994397759103,Easy
ions,1,3.31e-06,4,0.4270833333333333,Hard
iron,2,5.5e-05,4,0.09999999999999994,Easy
isolation,4,1.05e-05,9,0.2941176470588235,Medium
issuance,3,2.19e-06,8,0.37714460784313725,Hard
issue,2,0.00017,5,0.22932330827067665,Easy
issues,2,0.000155,6,0.226359710550887,Easy
item,2,3.72e-05,4,0.22886904761904758,Easy
jackals,2,4.07e-07,7,0.3,Medium
jealousy,3,5.5e-06,8,0.17174369747899154,Easy
jewel,2,4.79e-06,5,0.15,Easy
job,1,0.000316,3,0.1833333333333333,Easy
jobs,1,9.55e-05,4,0.1428571428571428,Easy
joints,1,6.61e-06,6,0.19444444444444445,Easy
journalist,3,2.4e-05,10,0.1388888888888889,Easy
journey,2,4.47e-05,7,0.24553571428571425,Medium
joy,1,3.55e-05,3,0.19510095704948643,Easy
judges,2,2.63e-05,6,0.20246848739495799,Easy
judgment,2,1.91e-05,8,0.2138772175536881,Easy
judgments,2,3.24e-06,9,0.2941176470588235,Medium
junction,2,8.71e-06,8,0.32552083333333326,Medium
jurisdictions,4,3.98e-06,13,0.3392857142857143,Medium
jurisprudence,5,1.38e-06,13,0.671875,Hard
katydid,3,4.37e-08,7,0.5657894736842105,Hard
keenness,2,1.51e-07,8,0.4861111111111111,Hard
keeper,2,1.05e-05,6,0.2941176470588235,Medium
keepers,2,2.88e-06,7,0.2619047619047618,Medium
ketone,3,4.37e-07,6,0.6388888888888888,Hard
kg,1,1.2e-05,2,0.3194444444444444,Medium
kidney,2,1.07e-05,6,0.23415183178534565,Easy
kidneys,2,3.09e-06,7,0.0499999999999999,Easy
kilometre,4,1.62e-06,9,0.3289473684210526,Medium
kind,1,0.000282,4,0.2333333333333333,Easy
kindness,2,1e-05,8,0.18721997300944665,Easy
kindnesses,3,8.71e-08,10,0.2531318082788671,Medium
kinds,1,3.24e-05,5,0.1578947368421052,Easy
kingdoms,2,3.55e-06,8,0.24455337690631807,Easy
kings,1,2.57e-05,5,0.17137719521620448,Easy
kinsman,2,4.79e-07,7,0.3319444444444444,Medium
kneading,2,3.02e-07,8,0.3157894736842105,Medium
knee,1,2.14e-05,4,0.27205882352941174,Medium
knees,1,1.51e-05,5,0.0,Easy
knowledge,3,9.12e-05,9,0.22936507936507938,Easy
lab,1,2.63e-05,3,0.2788461538461538,Medium
labor,2,5.89e-05,5,0.19791666666666666,Easy
laboratories,5,5.25e-06,12,0.3166666666666666,Medium
laboratory,5,2.04e-05,10,0.3229166666666666,Medium
labour,2,5.01e-05,6,0.175,Easy
labourers,3,1.55e-06,9,0.2166666666666666,Easy
lack,1,8.32e-05,4,0.1425396825396825,Easy
lady,2,8.91e-05,4,0.2321428571428571,Easy
lambs,1,1.7e-06,5,0.0999999999999999,Easy
lamentation,4,2.45e-07,11,0.4523809523809524,Hard
lamination,4,2.14e-07,10,0.5479910714285714,Hard
lamp,1,1.12e-05,4,0.2631578947368421,Medium
lamps,1,5.37e-06,5,0.1964285714285714,Easy
land,1,0.000166,4,0.08987103174603174,Easy
landmines,3,3.72e-07,9,0.234375,Easy
lands,1,2.34e-05,5,0.24330357142857142,Easy
language,3,0.000126,8,0.22934173669467783,Easy
languages,3,2.63e-05,9,0.2425986842105263,Easy
lattice,3,2.29e-06,7,0.4583333333333333,Hard
laughter,2,1.26e-05,8,0.1875,Easy
launderer,3,7.94e-08,9,0.30625,Medium
law,1,0.000288,3,0.2278810663021189,Easy
laws,1,7.76e-05,4,0.13055555555555554,Easy
layer,2,2.51e-05,5,0.2205882352941176,Easy
layers,2,1.48e-05,6,0.2517361111111111,Medium
lead,1,0.000158,4,0.075,Easy
leaders,2,6.46e-05,7,0.125,Easy
learning,2,8.32e-05,8,0.23893812070282655,Easy
ledges,2,5.25e-07,6,0.28125,Medium
lees,1,1.1e-06,4,0.575,Hard
legislation,4,3.55e-05,11,0.3088235294117647,Medium
legislator,4,1.58e-06,10,0.359375,Hard
legs,1,4.68e-05,4,0.1388888888888889,Easy
lender,2,4.37e-06,6,0.3,Medium
length,1,5.89e-05,6,0.3166666666666666,Medium
lens,1,1.48e-05,4,0.16805555555555554,Easy
lenses,2,5.89e-06,6,0.2708333333333333,Medium
leopard,2,3.89e-06,7,0.1527777777777778,Easy
leprosy,3,1e-06,7,0.4027777777777778,Hard
lesions,2,2.69e-06,7,0.4166666666666666,Hard
lethality,4,3.31e-07,9,0.3499355005159958,Hard
lethargy,3,4.9e-07,8,0.5,Hard
letter,2,8.91e-05,6,0.2058823529411764,Easy
leukaemia,3,5.75e-07,9,0.421875,Hard
level,2,0.000257,5,0.1957236842105263,Easy
lewdness,2,1.29e-07,8,0.4006782581453634,Hard
liar,1,1.05e-05,4,0.2763157894736842,Medium
liberty,3,2.19e-05,7,0.1785714285714285,Easy
library,3,7.24e-05,7,0.31875000000000003,Medium
licences,3,2.14e-06,8,0.3088235294117647,Medium
lies,1,5.37e-05,4,0.1890625,Easy
life,2,0.000776,4,0.16200910931174087,Easy
ligament,3,2.19e-06,8,0.4666666666666667,Hard
light,1,0.000214,5,0.1492067736185383,Easy
lightning,2,1.66e-05,9,0.3,Medium
limb,1,5.01e-06,4,0.21671052631578944,Easy
limbs,1,5.5e-06,5,0.2333333333333333,Easy
limitations,4,1.12e-05,11,0.2333333333333333,Easy
line,2,0.000309,4,0.2795864661654135,Medium
lineage,3,2.88e-06,7,0.428125,Hard
lines,2,8.91e-05,5,0.2821367521367521,Medium
link,1,9.77e-05,4,0.171875,Easy
linkage,3,1.38e-06,7,0.43187499999999995,Hard
links,1,5.25e-05,5,0.3,Medium
lions,1,1.51e-05,5,0.22619047619047614,Easy
lipid,2,1.95e-06,5,0.46754973370927316,Hard
lipids,2,8.91e-07,6,0.4642857142857143,Hard
lips,1,2.24e-05,4,0.22184095860566447,Easy
list,1,0.000191,4,0.2624999999999999,Medium
literature,5,4.17e-05,10,0.2222222222222222,Easy
litters,2,4.57e-07,7,0.125,Easy
livelihoods,4,1.12e-06,11,0.15625,Easy
liver,2,1.51e-05,5,0.24587445175438594,Medium
livers,2,6.03e-07,6,0.18676470588235283,Easy
lives,2,0.000138,5,0.14454334365325072,Easy
livestock,3,6.76e-06,9,0.1785714285714285,Easy
living,2,0.0002,6,0.23214285714285715,Easy
load,1,3.8e-05,4,0.4499999999999999,Hard
loan,1,4.79e-05,4,0.2,Easy
lobes,2,1.38e-06,5,0.3333333333333333,Medium
location,3,7.24e-05,8,0.24378654970760225,Easy
loci,2,6.17e-07,4,0.5841776315789474,Hard
locomotives,5,1.91e-06,11,0.3333333333333333,Medium
locus,2,1.51e-06,5,0.5691964285714286,Hard
locust,2,1e-06,6,0.26641414141414144,Medium
lodging,2,2.75e-06,7,0.23749999999999993,Easy
logarithm,3,3.31e-07,9,0.6029411764705882,Hard
looks,1,0.000229,5,0.125,Easy
loop,1,1.95e-05,4,0.2669836956521739,Medium
loops,1,4.47e-06,5,0.26973684210526316,Medium
lorries,2,6.92e-07,7,0.390625,Hard
loss,1,0.000117,4,0.22937500000000002,Easy
losses,2,2.82e-05,6,0.2352941176470588,Easy
lot,1,0.000407,3,0.2794117647058823,Medium
loudness,2,4.79e-07,8,0.1666666666666666,Easy
love,2,0.000661,4,0.25,Medium
lumen,2,1.23e-06,5,0.625,Hard
lung,1,1.26e-05,4,0.21816059757236222,Easy
lungs,1,9.33e-06,5,0.1804563492063492,Easy
lusts,1,3.09e-07,5,0.3549107142857143,Hard
lymphocyte,4,3.02e-07,10,0.640625,Hard
lymphocytes,4,6.76e-07,11,0.5697032436162871,Hard
lyre,2,4.07e-07,4,0.41682469040247677,Hard
mm,1,4.47e-05,2,0.6000816993464052,Hard
machine,3,7.94e-05,7,0.175,Easy
machinery,4,1.05e-05,9,0.2636554621848739,Medium
madman,2,1.66e-06,6,0.3666666666666667,Hard
magician,3,3.39e-06,8,0.2361111111111111,Easy
magistrates,4,3.39e-06,11,0.44122023809523814,Hard
maintenance,4,3.55e-05,11,0.26364889705882355,Medium
maize,2,2.19e-06,5,0.39010416666666664,Hard
majesty,3,1.12e-05,7,0.225,Easy
majority,4,8.71e-05,8,0.21457807414463756,Easy
makes,2,0.000288,5,0.1875,Easy
makeup,2,2.45e-05,6,0.3295454545454546,Medium
malaise,3,6.92e-07,7,0.4464285714285714,Hard
male,2,7.76e-05,4,0.18198529411764705,Easy
mammals,2,5.01e-06,7,0.359375,Hard
mammon,2,2e-07,6,0.578125,Hard
management,4,0.000135,10,0.30002656096763647,Medium
mandate,3,9.33e-06,7,0.36904761904761896,Hard
mandates,3,2.45e-06,8,0.3196594427244581,Medium
manifestations,5,1.66e-06,14,0.4375,Hard
manifestos,4,3.39e-07,10,0.475,Hard
manipulations,5,6.76e-07,13,0.4203125,Hard
mankind,2,7.59e-06,7,0.2883928571428571,Medium
manner,2,3.55e-05,6,0.2881944444444444,Medium
manoeuvring,4,3.47e-07,11,0.5535714285714286,Hard
manufacturing,5,3.63e-05,13,0.2205882352941176,Easy
manuscript,3,8.32e-06,10,0.2902455413897061,Medium
maps,1,2.63e-05,4,0.2321428571428571,Easy
marble,2,9.12e-06,6,0.25,Medium
margin,2,1.86e-05,6,0.3392857142857143,Medium
margins,2,6.92e-06,7,0.2763157894736842,Medium
mark,1,0.000112,4,0.3230134158926728,Medium
marker,2,7.41e-06,6,0.302536231884058,Medium
markers,2,5.25e-06,7,0.2321428571428571,Easy
marketplaces,4,7.41e-07,12,0.19082633053221282,Easy
markets,2,4.07e-05,7,0.203125,Easy
marks,1,3.09e-05,5,0.3283492822966507,Medium
marrow,2,3.39e-06,6,0.2916666666666666,Medium
marsupials,3,2.14e-07,10,0.3249999999999999,Medium
masons,2,1.07e-06,6,0.3125,Medium
mast,1,3.31e-06,4,0.4305555555555556,Hard
master,2,8.51e-05,6,0.1776315789473684,Easy
materials,3,6.03e-05,9,0.2666666666666667,Medium
matrix,2,1.17e-05,6,0.5041666666666667,Hard
matter,2,0.00024,6,0.21970238095238095,Easy
matters,2,5.25e-05,7,0.2131127450980392,Easy
maturation,4,9.77e-07,10,0.3976429738562091,Hard
maxima,3,9.33e-07,6,0.609375,Hard
maximum,3,3.98e-05,7,0.14338235294117646,Easy
maze,2,4.47e-06,4,0.2083333333333333,Easy
means,1,0.000275,5,0.19948717948717945,Easy
meantime,3,1.1e-05,8,0.2205882352941176,Easy
measure,3,4.47e-05,7,0.3055555555555556,Medium
measures,3,4.68e-05,8,0.25873538011695907,Medium
mechanism,3,1.86e-05,9,0.2644047619047619,Medium
mechanisms,3,1.07e-05,10,0.32182005494505495,Medium
medium,2,4.07e-05,6,0.35,Hard
meeting,2,0.000141,7,0.19270833333333331,Easy
meetings,2,3.02e-05,8,0.24543650793650787,Medium
melanin,3,6.76e-07,7,0.484375,Hard
membrane,3,6.61e-06,8,0.30971147230822155,Medium
membranes,3,2.04e-06,9,0.394890873015873,Hard
memory,3,6.46e-05,6,0.24412505623031935,Easy
men,1,0.000324,3,0.17893907563025208,Easy
merchandise,4,8.51e-06,11,0.25,Medium
merchant,2,1.2e-05,8,0.5131578947368421,Hard
merchants,2,7.08e-06,9,0.35,Hard
mercies,2,4.68e-07,7,0.36211214310285517,Hard
mercy,2,1.78e-05,5,0.2770402001380262,Medium
messenger,3,8.91e-06,9,0.2777777777777778,Medium
messengers,3,1.38e-06,10,0.2549763832658569,Medium
metabolism,4,6.03e-06,10,0.3484375,Hard
metabolites,5,1.2e-06,11,0.5383403361344538,Hard
metal,2,6.61e-05,5,0.1964285714285714,Easy
method,2,6.31e-05,6,0.2551527419948472,Medium
methodology,5,6.61e-06,11,0.34375,Medium
methods,2,4.79e-05,7,0.2053571428571428,Easy
microscopy,4,1.82e-06,10,0.49748106060606057,Hard
middle,2,0.000151,6,0.19943240454076364,Easy
midst,1,7.76e-06,5,0.3429144385026738,Medium
migrants,2,7.94e-06,8,0.2870334537323701,Medium
migration,3,1.38e-05,9,0.2819272445820433,Medium
militias,3,1.58e-06,8,0.3970588235294118,Hard
milk,1,4.57e-05,4,0.1388888888888889,Easy
millions,2,4.37e-05,8,0.140625,Easy
mind,1,0.000257,4,0.175,Easy
mine,2,0.00011,4,0.1973684210526315,Easy
minorities,4,9.33e-06,10,0.24835526315789475,Medium
minority,4,2.57e-05,8,0.25,Medium
minstrels,2,2.82e-07,9,0.4642857142857143,Hard
mint,1,8.32e-06,4,0.2236842105263157,Easy
minus,2,1e-05,5,0.2236842105263157,Easy
mire,2,5.5e-07,4,0.5694444444444444,Hard
misappropriation,5,3.98e-07,16,0.4333333333333333,Hard
misdeeds,2,6.31e-07,8,0.368421052631579,Hard
misgivings,3,7.94e-07,10,0.4,Hard
missions,2,1.58e-05,8,0.34375,Medium
mitochondria,4,1.23e-06,12,0.75,Hard
mitosis,3,4.17e-07,7,0.4605263157894737,Hard
mixtures,3,1.23e-06,8,0.2666666666666667,Medium
mo,1,2.4e-05,2,0.3980514705882353,Hard
mocker,2,4.37e-08,6,0.3409090909090909,Medium
model,2,0.000135,5,0.27106227106227104,Medium
modeling,3,8.71e-06,8,0.3571428571428571,Hard
models,2,5.5e-05,6,0.22590277777777773,Easy
modernity,4,1.78e-06,9,0.4117647058823529,Hard
modification,5,5.89e-06,12,0.30718355718355717,Medium
modifications,5,6.61e-06,13,0.22639318885448914,Easy
modifying,3,2.45e-06,9,0.3119747899159664,Medium
modulation,4,1.95e-06,10,0.48463585434173667,Hard
modules,3,5.01e-06,7,0.2941176470588235,Medium
molecules,4,8.32e-06,9,0.3176857585139319,Medium
moment,2,0.000174,6,0.15,Easy
mon,1,7.24e-06,3,0.5657894736842105,Hard
monasteries,4,1.35e-06,11,0.3676470588235294,Hard
money,2,0.000437,5,0.25,Medium
monitoring,4,2.19e-05,10,0.25,Medium
monopolies,4,1.26e-06,10,0.3823529411764705,Hard
monster,2,3.09e-05,7,0.2205882352941176,Easy
month,1,0.000178,5,0.19651029748283744,Easy
months,1,0.000224,6,0.21406249999999993,Easy
moon,1,5.01e-05,4,0.1850877192982456,Easy
moratorium,4,1.2e-06,10,0.4166666666666666,Hard
morbidity,4,8.91e-07,9,0.4751984126984127,Hard
morning,2,0.000214,7,0.275,Medium
morphology,4,2.57e-06,10,0.5636904761904762,Hard
morsels,2,2.34e-07,7,0.3529411764705882,Hard
mortality,4,7.94e-06,9,0.265625,Medium
motif,2,2.51e-06,5,0.6517857142857143,Hard
motifs,2,1.82e-06,6,0.5190378289473684,Hard
motility,4,4.68e-07,8,0.6946428571428571,Hard
motions,2,3.55e-06,7,0.3306159420289855,Medium
motor,2,3.39e-05,5,0.28477328431372545,Medium
mountain,2,5.37e-05,8,0.1493464052287581,Easy
mountains,2,3.16e-05,9,0.21249284897025172,Easy
mourning,2,4.9e-06,8,0.33055555555555555,Medium
mouth,1,6.76e-05,5,0.1712990196078431,Easy
mouths,1,5.25e-06,6,0.1764705882352941,Easy
movement,3,9.33e-05,8,0.21924019607843134,Easy
mules,2,1.29e-06,5,0.2941176470588235,Medium
multinationals,5,5.62e-07,14,0.4523809523809523,Hard
multiplicity,5,6.31e-07,12,0.5714285714285714,Hard
multitude,4,3.89e-06,9,0.3293290043290043,Medium
multitudes,4,5.01e-07,10,0.30207602339181283,Medium
murmurings,3,7.59e-08,10,0.4442401960784314,Hard
muscle,2,2.75e-05,6,0.24635212418300653,Medium
muscles,2,1.38e-05,7,0.175,Easy
mustard,2,4.9e-06,7,0.25,Medium
mutants,2,2.63e-06,7,0.3871527777777778,Hard
mutation,3,4.37e-06,8,0.3895373774509804,Hard
mutuality,4,1.35e-07,9,0.4875,Hard
myrrh,1,3.63e-07,5,0.40015479876160986,Hard
nails,1,1.1e-05,5,0.2530570652173913,Medium
nakedness,3,3.63e-07,9,0.296078431372549,Medium
name,2,0.000407,4,0.11910364145658262,Easy
names,2,8.13e-05,5,0.23908780903665808,Easy
nationalism,4,6.76e-06,11,0.27738095238095234,Medium
nationals,3,8.13e-06,9,0.2941176470588235,Medium
nature,3,9.55e-05,6,0.22883711243117935,Easy
naughtiness,3,1.32e-07,11,0.4,Hard
necessity,4,8.13e-06,9,0.3055555555555556,Medium
necromancer,4,4.07e-07,11,0.3888888888888888,Hard
negotiations,4,1.62e-05,12,0.20907738095238096,Easy
negotiators,4,9.33e-07,11,0.2083333333333333,Easy
neighbor,2,1.29e-05,8,0.2763157894736842,Medium
neighbors,2,1.74e-05,9,0.25,Medium
neighbouring,3,5.89e-06,12,0.2333333333333333,Easy
neighbours,2,7.41e-06,10,0.140625,Easy
neocortex,3,1.66e-07,9,0.5493055555555555,Hard
neonate,3,9.33e-08,7,0.532608695652174,Hard
neonates,3,1.91e-07,8,0.6309523809523809,Hard
nerve,2,1.55e-05,5,0.2833333333333333,Medium
nest,1,1.17e-05,4,0.3,Medium
net,1,5.75e-05,3,0.1184210526315789,Easy
network,2,0.000105,7,0.3157894736842105,Medium
networks,2,2.82e-05,8,0.2867647058823529,Medium
neuron,2,1.45e-06,6,0.39549666020254254,Hard
neurons,2,5.13e-06,7,0.37080882352941175,Hard
neuropathy,4,6.76e-07,10,0.5535714285714286,Hard
neurosurgery,5,6.92e-07,12,0.3166666666666666,Medium
neutrality,4,4.68e-06,10,0.3,Medium
neutralization,5,2.4e-07,14,0.3928571428571429,Hard
newsletter,3,5.75e-06,10,0.2058823529411764,Easy
nickel,2,6.61e-06,6,0.1948717948717948,Easy
night,1,0.000407,5,0.15493697478991597,Easy
nights,1,2.95e-05,6,0.0499999999999999,Easy
nobles,2,2.51e-06,6,0.2141148325358851,Easy
node,2,7.59e-06,4,0.3088235294117647,Medium
nominations,4,6.61e-06,11,0.3214285714285714,Medium
none,2,8.51e-05,4,0.1892361111111111,Easy
noonday,2,1.41e-07,7,0.375,Hard
norm,1,8.51e-06,4,0.2833333333333333,Medium
north,1,0.000219,5,0.1477941176470588,Easy
nostrum,2,2.04e-07,7,0.5666666666666667,Hard
note,2,0.00011,4,0.21601307189542482,Easy
nothing,2,0.000355,7,0.07962962962962956,Easy
notification,5,8.32e-06,12,0.3650735294117647,Hard
notion,2,1.48e-05,6,0.31232492997198874,Medium
nucleus,2,3.89e-06,7,0.32303046218487397,Medium
number,2,0.000417,6,0.17563140806561856,Easy
numbering,3,1.86e-06,9,0.3888888888888888,Hard
numbers,2,9.55e-05,7,0.16511179792429787,Easy
nursing,2,2.09e-05,7,0.265625,Medium
nutrient,2,3.24e-06,8,0.2954545454545454,Medium
obesity,4,6.46e-06,7,0.2577484472049689,Medium
objection,3,5.89e-06,9,0.1875,Easy
objections,3,4.9e-06,10,0.28125,Medium
objectives,4,1.2e-05,10,0.2805451127819548,Medium
obligations,4,9.77e-06,11,0.328125,Medium
observance,4,1.35e-06,10,0.27083333333333337,Medium
observations,4,1.05e-05,12,0.20981609791352437,Easy
observers,3,5.89e-06,9,0.1785714285714285,Easy
obstacle,3,5.25e-06,8,0.2166666666666666,Easy
obstacles,3,7.59e-06,9,0.25,Medium
occasion,3,2.4e-05,8,0.2656862745098039,Medium
occasions,3,1.82e-05,9,0.23281249999999995,Easy
occlusion,3,5.62e-07,9,0.49432011935208864,Hard
occupation,4,1.58e-05,10,0.1764705882352941,Easy
odds,1,1.91e-05,4,0.075,Easy
offence,3,9.12e-06,7,0.1538461538461538,Easy
offences,3,4.47e-06,8,0.2857142857142857,Medium
offense,3,1.82e-05,7,0.359375,Hard
offerings,3,6.61e-06,9,0.2,Easy
office,3,0.000251,6,0.171875,Easy
officers,3,7.41e-05,8,0.23032407407407407,Easy
offices,3,3.02e-05,7,0.1666666666666666,Easy
officials,3,4.79e-05,9,0.2222222222222222,Easy
offspring,2,5.89e-06,9,0.175,Easy
oligarchy,4,7.08e-07,9,0.4264705882352941,Hard
omer,2,7.41e-07,4,0.4852941176470589,Hard
ones,2,0.000117,4,0.20833333333333331,Easy
online,3,0.000155,6,0.1071428571428571,Easy
onset,2,5.25e-06,5,0.32109375,Medium
onwards,2,4.07e-06,7,0.25,Medium
operating,4,5.62e-05,9,0.328125,Medium
operation,4,8.32e-05,9,0.25,Medium
operations,4,7.41e-05,10,0.1875,Easy
opinion,3,8.71e-05,7,0.20677361853832435,Easy
opportunity,5,8.91e-05,11,0.25019230769230766,Medium
opposition,4,3.72e-05,10,0.1805555555555555,Easy
oracle,3,5.01e-06,6,0.375,Hard
order,2,0.000309,5,0.17109243697478987,Easy
orders,2,5.37e-05,6,0.2352941176470588,Easy
ordinances,4,1.38e-06,10,0.4110644257703081,Hard
organ,2,1.38e-05,5,0.1861025111799105,Easy
organisation,5,2.29e-05,12,0.2666666666666667,Medium
organisations,5,1.45e-05,13,0.325,Medium
organism,3,3.89e-06,8,0.3235294117647058,Medium
organisms,3,6.31e-06,9,0.25703125,Medium
organization,5,8.32e-05,12,0.27329233409610987,Medium
organs,2,1e-05,6,0.2300869360902255,Easy
origin,3,3.55e-05,6,0.23473856209150323,Easy
osteoporosis,5,9.77e-07,12,0.7142857142857143,Hard
ostriches,3,2.69e-07,9,0.25,Medium
outbreak,2,9.77e-06,8,0.3773809523809524,Hard
outbreaks,2,2.24e-06,9,0.2678571428571429,Medium
outcomes,3,1.26e-05,8,0.2352941176470588,Easy
outermost,3,5.01e-07,9,0.3026556776556777,Medium
output,2,2.69e-05,6,0.2785714285714286,Medium
outset,2,2.75e-06,6,0.3235294117647058,Medium
ovary,3,8.71e-07,5,0.35,Hard
oven,2,1.12e-05,4,0.1875,Easy
overbooking,4,4.79e-08,11,0.3375,Medium
overfishing,4,3.55e-07,11,0.34375,Medium
overlay,3,1.74e-06,7,0.23749999999999993,Easy
overproduction,5,2.4e-07,14,0.33333333333333326,Medium
overseer,3,8.51e-07,8,0.28177083333333336,Medium
overseers,3,3.98e-07,9,0.3297619047619047,Medium
overthrew,3,7.59e-07,9,0.2321428571428571,Easy
ovulation,4,9.55e-07,9,0.25,Medium
ox,1,2.95e-06,2,0.109375,Easy
oxen,2,7.94e-07,4,0.3611111111111111,Hard
oxidants,3,1.78e-07,8,0.46875,Hard
oxide,3,4.57e-06,5,0.546875,Hard
oxygen,3,1.78e-05,6,0.2166666666666666,Easy
oxygenation,5,3.02e-07,11,0.3833333333333333,Hard
ph,1,9.33e-06,2,0.5277777777777778,Hard
package,3,2.88e-05,7,0.1973684210526315,Easy
paedophiles,4,3.31e-07,11,0.6805555555555556,Hard
page,2,0.000132,4,0.3,Medium
pains,1,6.92e-06,5,0.2205882352941176,Easy
pairing,2,3.98e-06,7,0.3026315789473685,Medium
pairs,1,1.29e-05,5,0.20121381886087764,Easy
palace,3,2.82e-05,6,0.1911764705882352,Easy
palm,1,1.7e-05,4,0.16349206349206347,Easy
panel,2,3.55e-05,5,0.26436668417366943,Medium
paper,2,0.000117,5,0.1912908496732026,Easy
papyrus,3,7.94e-07,7,0.4,Hard
parable,3,1.26e-06,7,0.4473684210526315,Hard
parables,3,4.68e-07,8,0.36749550157444894,Hard
paradigm,3,4.07e-06,8,0.369047619047619,Hard
paradigms,3,8.32e-07,9,0.45,Hard
paragraph,3,1.07e-05,9,0.2361111111111111,Easy
parameter,4,3.72e-06,9,0.3536764705882352,Hard
